"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"hsa-miR-30c-1-3p",8.30566965651002,0.366879426606216,1.38674751114765,0.264561085314364,0.791347601584053,0.996644297020116
"hsa-miR-301a-3p",150.667848400178,1.12017087562749,0.867844937534634,1.29075002593167,0.196790371688001,0.996644297020116
"hsa-miR-99b-5p",71.5330766712436,-0.0787444482771173,0.808317006927753,-0.0974177799084158,0.922394625559486,0.996644297020116
"hsa-miR-296-5p",28.133640685329,0.503965597365867,0.935468059550399,0.538730951015132,0.590072514009396,0.996644297020116
"hsa-miR-130b-5p",57.2329989407866,-0.848043036589148,0.796861716974105,-1.0642286089604,0.287225149814916,0.996644297020116
"hsa-miR-130b-3p",160.053161895931,-0.481283853634117,0.775841594331231,-0.620337781772296,0.53503542554363,0.996644297020116
"hsa-miR-30e-5p",676.049546348436,-0.691010529774598,0.679070451877917,-1.01758297370127,0.308876182153073,0.996644297020116
"hsa-miR-30e-3p",393.347093062238,0.0948300226806867,0.727861908477778,0.130285733565877,0.896340366826708,0.996644297020116
"hsa-miR-26a-2-3p",5.43045996163293,-0.123452444706212,1.60152000759007,-0.0770845472558161,0.938556285923967,0.996644297020116
"hsa-miR-361-5p",96.7926053956978,-0.571737850882937,0.754196157413179,-0.758075794026773,0.448405609724267,0.996644297020116
"hsa-miR-361-3p",346.233832613692,-0.856528309340667,0.692632582351385,-1.23662722656344,0.216225507192491,0.996644297020116
"hsa-miR-362-5p",65.0102169493917,1.08553095938774,0.839077480187192,1.29371957300721,0.19576230200848,0.996644297020116
"hsa-miR-362-3p",48.3631657385874,-0.524591157605708,0.815678014095788,-0.643135095638489,0.520136443567108,0.996644297020116
"hsa-miR-363-3p",8835.7185220631,-0.563155814170521,0.680679936486238,-0.827343049183449,0.408042650163334,0.996644297020116
"hsa-miR-365a-3p",2.38597108614662,0.372801114370737,2.44795710037526,0.152290705712771,0.878957655184987,0.996644297020116
"hsa-miR-365b-3p",3.43927228039325,2.08358088321154,2.34801788805547,0.887378624247651,0.374875087975654,0.996644297020116
"hsa-miR-374a-5p",102.631789482599,-0.454284856891956,0.835240273918521,-0.54389721266754,0.58651220715624,0.996644297020116
"hsa-miR-374a-3p",66.8329621352114,0.373945720700205,0.959753582596074,0.389626803672569,0.696812529032986,0.996644297020116
"hsa-miR-378a-5p",35.2930527603408,-0.288499103366596,0.930485624786006,-0.31005218746173,0.756521270580326,0.996644297020116
"hsa-miR-378a-3p",661.98193308775,1.08834926215349,0.692266479165286,1.57215363578747,0.115914925039607,0.996644297020116
"hsa-miR-381-3p",6.49883923847201,-0.807432897719871,1.66637167480389,-0.484545500819854,0.627998780796025,0.996644297020116
"hsa-miR-340-5p",370.42632199289,0.6014772483691,0.69520328099382,0.865181832153129,0.386938995439093,0.996644297020116
"hsa-miR-340-3p",35.1795360731366,-0.247387102277191,0.939980700675675,-0.263183171845299,0.792409400648079,0.996644297020116
"hsa-miR-330-5p",10.3396208961004,-0.717383461220111,1.23401038389646,-0.581343131777329,0.561009216581954,0.996644297020116
"hsa-miR-328-3p",143.831000374875,0.0978293948063471,0.746839318116679,0.130991221850834,0.895782251518319,0.996644297020116
"hsa-miR-342-5p",3.53325142090427,-1.03436029407923,2.00225341150032,-0.516598092997714,0.605436747199251,0.996644297020116
"hsa-miR-342-3p",178.298258881297,-0.411905457157538,0.791129180778785,-0.520655118235001,0.602607045292326,0.996644297020116
"hsa-miR-326",8.3433165599588,0.100373356184792,1.36538007763761,0.0735131249010596,0.941397800173951,0.996644297020116
"hsa-miR-151a-5p",3784.59303959439,0.258512666805307,0.659895093384621,0.3917481269324,0.695244326290173,0.996644297020116
"hsa-miR-151a-3p",1800.69903856844,0.274471950763919,0.713941733008954,0.384445870123237,0.700648008286544,0.996644297020116
"hsa-miR-148b-5p",4.82258801079631,0.432454456384165,1.83968212558156,0.235070206081096,0.814154242913883,0.996644297020116
"hsa-miR-148b-3p",422.249567251683,0.295794698928008,0.670039152606091,0.441458827857337,0.658880861816685,0.996644297020116
"hsa-miR-331-5p",4.47303592794672,0.226192292690172,1.74548190082614,0.129587303416388,0.896892948943994,0.996644297020116
"hsa-miR-331-3p",382.728415779462,0.164103399317843,0.770616793760866,0.212950717719198,0.831365402506135,0.996644297020116
"hsa-miR-324-5p",190.958552330069,-0.453713436639351,0.695063580646214,-0.652765371791635,0.51390755102736,0.996644297020116
"hsa-miR-324-3p",88.8143379508882,-0.380758562929937,0.738339132724652,-0.515696034591645,0.60606672463121,0.996644297020116
"hsa-miR-338-3p",5.2235276443743,-0.273129592636413,1.75889247012345,-0.155284986021483,0.876596651457326,0.996644297020116
"hsa-miR-339-3p",264.52057655242,-0.274106203844396,0.745335478542389,-0.367762184594312,0.713050568225755,0.996644297020116
"hsa-miR-335-5p",124.28022082989,-0.449646822185866,0.737663438868024,-0.609555521520584,0.542156283070182,0.996644297020116
"hsa-miR-335-3p",38.5837272482408,0.275225830847224,0.863841341938031,0.318606921763844,0.750024603983348,0.996644297020116
"hsa-miR-345-5p",519.83039870495,0.0690952899630784,0.71017969820613,0.0972926854113245,0.922493964640078,0.996644297020116
"hsa-miR-196b-5p",6.19984554698143,3.02948202344565,2.01575077187213,1.50290505439421,0.132863529457698,0.996644297020116
"hsa-miR-423-5p",6881.42451048738,-0.701412662107704,0.656906677581675,-1.06775084809592,0.285632915001225,0.996644297020116
"hsa-miR-423-3p",3131.26153126884,0.569729285033697,0.754408409355261,0.755200071961822,0.45012894549632,0.996644297020116
"hsa-miR-424-5p",37.5576024531727,1.23546386075174,0.996620822787717,1.23965286747264,0.215103817275602,0.996644297020116
"hsa-miR-424-3p",95.4135252337948,0.282321194641641,0.744547431088033,0.379184969087967,0.704550512552335,0.996644297020116
"hsa-miR-425-5p",8857.15979577263,-0.993079333309276,0.692782234328794,-1.43346535765517,0.151724892129778,0.996644297020116
"hsa-miR-425-3p",16.6284090960066,0.124234396788897,1.10876530437426,0.112047514743447,0.91078573242695,0.996644297020116
"hsa-miR-18b-5p",13.3756943145166,0.57210886265278,1.24633858189086,0.459031655575338,0.646211434042755,0.996644297020116
"hsa-miR-20b-5p",78.9727115773597,0.577578848688795,0.928450058427209,0.622089301892244,0.533883149116683,0.996644297020116
"hsa-miR-450a-5p",11.8026961307024,0.961810618642819,1.24310048987384,0.773719121243717,0.439096909931472,0.996644297020116
"hsa-miR-431-5p",4.18864425573609,0.669194644073279,2.01449440023254,0.33218987553206,0.739745888263506,0.996644297020116
"hsa-miR-451a",667558.006179699,-0.36782263620677,0.662363073726641,-0.555318753108165,0.578676654021873,0.996644297020116
"hsa-miR-409-3p",31.6249774534816,-0.409077924769141,1.08887272727826,-0.375689384554309,0.707147830644833,0.996644297020116
"hsa-miR-410-3p",8.97870201798559,0.297149820403347,1.50843314340624,0.196992370329615,0.843833508394977,0.996644297020116
"hsa-miR-484",11295.2948473371,-0.357323542533121,0.685713929851695,-0.521097103292625,0.602299128757548,0.996644297020116
"hsa-miR-486-5p",1997933.54021237,-0.440073485761944,0.653425449294265,-0.673486908471727,0.50063757471089,0.996644297020116
"hsa-miR-486-3p",1971.60592319867,-0.461527093369864,0.657629442131543,-0.701804183027356,0.48280128975108,0.996644297020116
"hsa-miR-146b-5p",116.76598842254,0.408233709209279,0.757280792906478,0.539078388139834,0.589832767240941,0.996644297020116
"hsa-miR-202-5p",6.68992578148255,1.4136475148888,1.60739205521117,0.879466531084157,0.379148372403818,0.996644297020116
"hsa-miR-500a-5p",11.7461794586708,0.160301898016681,1.18330655895429,0.135469457854052,0.892240710726219,0.996644297020116
"hsa-miR-500a-3p",69.0059673966925,0.96821143723253,0.817799836475973,1.18392226807565,0.23644383443415,0.996644297020116
"hsa-miR-501-5p",6.2312257209048,0.109814041609688,1.51044749006481,0.0727029852623189,0.942042472942588,0.996644297020116
"hsa-miR-501-3p",216.659034185084,1.18899733877486,0.795639271721713,1.49439247286266,0.135073067803038,0.996644297020116
"hsa-miR-502-3p",118.473041754026,0.819840381660296,0.728119692852672,1.12596924613902,0.260178536940386,0.996644297020116
"hsa-miR-503-5p",14.5767151087465,-1.10476309923831,1.08144093918321,-1.02156581946372,0.306986442106936,0.996644297020116
"hsa-miR-505-5p",2.55676590383743,-1.41748146372663,2.24210041448317,-0.632211409698784,0.527248742732328,0.996644297020116
"hsa-miR-505-3p",12.4204420620854,2.40892236031881,1.35544056986671,1.77722462634839,0.0755312891930699,0.996644297020116
"hsa-miR-532-5p",1210.05295074402,0.108933128967013,0.713160040716673,0.152747101278338,0.878597715119531,0.996644297020116
"hsa-miR-532-3p",286.497899810342,0.0325038201491492,0.695709627737699,0.0467203828339199,0.962736084931028,0.996644297020116
"hsa-miR-92b-5p",2.56084298497031,-0.861584347105883,2.11726746987948,-0.406932217758453,0.684057772420103,0.996644297020116
"hsa-miR-92b-3p",4112.10597834265,0.103713968980602,0.654635670831211,0.158430060569283,0.874117927988099,0.996644297020116
"hsa-miR-561-5p",44.4406098226556,-1.57067616246502,0.909189678382917,-1.72755608627082,0.0840678415991777,0.996644297020116
"hsa-miR-570-3p",8.31658321082552,1.34729874888742,1.49119651451222,0.903501809302536,0.366259628427542,0.996644297020116
"hsa-miR-574-5p",3.12945871493186,4.50537171059877,2.83612635267386,1.58856522959605,0.112158583422864,0.996644297020116
"hsa-miR-574-3p",109.9352436617,0.0925744059557809,0.741137275715612,0.124908581701541,0.900595924368805,0.996644297020116
"hsa-miR-576-5p",597.173370299548,-0.443133210212152,0.664431084913566,-0.666936301256583,0.504812822114247,0.996644297020116
"hsa-miR-580-5p",3.97440563518297,0.0192348192141595,1.85950397562408,0.010344059204124,0.991746782047044,0.996644297020116
"hsa-miR-580-3p",2.62694928903365,1.71167845524323,2.60989108155771,0.655842869205719,0.511925230346469,0.996644297020116
"hsa-miR-582-5p",2.72679926307323,0.60134840699728,2.15782190755356,0.278683057620387,0.780488065670365,0.996644297020116
"hsa-miR-582-3p",29.7397616690661,1.46386146293224,1.1608858702961,1.26098654517938,0.20731369479861,0.996644297020116
"hsa-miR-584-5p",304.378127661643,0.999408477447102,0.74805997019862,1.33600047758436,0.181549117203823,0.996644297020116
"hsa-miR-584-3p",8.88347912250642,1.41208753326399,1.45897497421945,0.967862751737364,0.333112919089496,0.996644297020116
"hsa-miR-589-5p",199.859393031502,0.17910623931856,0.706902552036147,0.253367651315823,0.799984122769471,0.996644297020116
"hsa-miR-589-3p",38.4320740812463,0.67615729306808,0.945659594958178,0.715011296531056,0.474602063008276,0.996644297020116
"hsa-miR-550a-5p",50.9806483628449,0.199445690978851,0.819084353562318,0.243498352900324,0.807619360915261,0.996644297020116
"hsa-miR-550a-3p",917.93417160009,-0.322207079078555,0.758102683373767,-0.425017726681357,0.670823752326555,0.996644297020116
"hsa-miR-590-3p",2.79242950382406,0.67124987471658,2.33200253932641,0.287842686016315,0.773467160758683,0.996644297020116
"hsa-miR-598-3p",8.40810517493898,0.977976136393735,1.45465282293322,0.672308966768927,0.501387022514268,0.996644297020116
"hsa-miR-616-5p",56.6258354747447,0.63976183819682,0.855640126358702,0.747699667755669,0.454641331616181,0.996644297020116
"hsa-miR-618",9.63265314985084,0.886250266048783,1.35099762700759,0.65599690801219,0.511826113664943,0.996644297020116
